profile,condensation_edge_id,from_component,to_component,source_edge_count,edge_type_counts_json,source_edge_ids
all_exact_formal_game_data,165,scc:0100,scc:0369,3,"{""pretech_explicit"":1,""research_input"":2}",131|132|133
all_exact_formal_game_data,166,scc:0100,scc:0371,1,"{""research_input"":1}",144
all_exact_formal_game_data,167,scc:0100,scc:0372,3,"{""pretech_explicit"":1,""research_input"":2}",147|149|150
all_exact_formal_game_data,168,scc:0100,scc:0374,1,"{""research_input"":1}",160
all_exact_formal_game_data,169,scc:0100,scc:0375,4,"{""pretech_explicit"":1,""research_input"":3}",164|166|167|168
all_exact_formal_game_data,170,scc:0100,scc:0377,5,"{""pretech_explicit"":1,""research_input"":4}",180|182|183|184|185
all_exact_formal_game_data,171,scc:0100,scc:0378,5,"{""pretech_explicit"":2,""research_input"":3}",187|188|190|191|192
all_exact_formal_game_data,172,scc:0100,scc:0384,3,"{""pretech_explicit"":1,""research_input"":2}",232|234|235
all_exact_formal_game_data,173,scc:0100,scc:0386,3,"{""pretech_explicit"":1,""research_input"":2}",240|243|244
all_exact_formal_game_data,174,scc:0100,scc:0387,5,"{""pretech_explicit"":1,""pretech_implicit"":1,""research_input"":3}",247|248|250|251|252
all_exact_formal_game_data,175,scc:0100,scc:0389,5,"{""pretech_explicit"":1,""research_input"":4}",289|291|292|293|294
all_exact_formal_game_data,176,scc:0100,scc:0391,3,"{""pretech_explicit"":1,""pretech_implicit"":1,""research_input"":1}",299|301|303
all_exact_formal_game_data,177,scc:0100,scc:0392,2,"{""research_input"":2}",308|309
all_exact_formal_game_data,178,scc:0100,scc:0393,3,"{""pretech_explicit"":1,""pretech_implicit"":1,""research_input"":1}",311|312|314
all_exact_formal_game_data,179,scc:0100,scc:0394,3,"{""pretech_explicit"":1,""pretech_implicit"":1,""research_input"":1}",316|317|319
all_exact_formal_game_data,180,scc:0100,scc:0395,4,"{""pretech_implicit"":1,""research_input"":3}",323|325|326|327
all_exact_formal_game_data,181,scc:0100,scc:0396,4,"{""research_input"":4}",332|333|334|335
all_exact_formal_game_data,182,scc:0100,scc:0399,2,"{""pretech_implicit"":1,""research_input"":1}",354|356
all_exact_formal_game_data,183,scc:0100,scc:0400,1,"{""research_input"":1}",364
all_exact_formal_game_data,184,scc:0100,scc:0401,2,"{""research_input"":2}",372|373
all_exact_formal_game_data,185,scc:0100,scc:0402,2,"{""research_input"":2}",379|380
all_exact_formal_game_data,186,scc:0100,scc:0403,3,"{""pretech_implicit"":1,""research_input"":2}",383|385|386
all_exact_formal_game_data,187,scc:0100,scc:0404,2,"{""pretech_implicit"":1,""research_input"":1}",390|392
all_exact_formal_game_data,188,scc:0100,scc:0406,3,"{""pretech_explicit"":1,""research_input"":2}",427|430|431
all_exact_formal_game_data,189,scc:0100,scc:0409,2,"{""pretech_explicit"":1,""research_input"":1}",442|444
all_exact_formal_game_data,190,scc:0100,scc:0410,4,"{""pretech_explicit"":1,""research_input"":3}",446|448|449|450
all_exact_formal_game_data,191,scc:0100,scc:0413,2,"{""pretech_implicit"":1,""research_input"":1}",462|464
all_exact_formal_game_data,192,scc:0100,scc:0414,1,"{""research_input"":1}",470
all_exact_formal_game_data,193,scc:0100,scc:0415,2,"{""pretech_implicit"":1,""research_input"":1}",473|475
all_exact_formal_game_data,194,scc:0100,scc:0416,1,"{""research_input"":1}",481
all_exact_formal_game_data,195,scc:0100,scc:0417,4,"{""pretech_implicit"":1,""research_input"":3}",485|487|488|489
all_exact_formal_game_data,196,scc:0100,scc:0418,2,"{""pretech_implicit"":1,""research_input"":1}",494|496
all_exact_formal_game_data,197,scc:0100,scc:0419,2,"{""research_input"":2}",501|502
all_exact_formal_game_data,198,scc:0100,scc:0420,2,"{""pretech_implicit"":1,""research_input"":1}",505|507
all_exact_formal_game_data,199,scc:0100,scc:0421,2,"{""research_input"":2}",512|513
all_exact_formal_game_data,200,scc:0100,scc:0422,3,"{""research_input"":3}",518|519|520
all_exact_formal_game_data,201,scc:0100,scc:0423,5,"{""pretech_implicit"":1,""research_input"":4}",523|525|526|527|528
all_exact_formal_game_data,202,scc:0100,scc:0424,4,"{""research_input"":4}",533|534|535|536
all_exact_formal_game_data,203,scc:0100,scc:0426,2,"{""pretech_implicit"":1,""research_input"":1}",545|547
all_exact_formal_game_data,204,scc:0100,scc:0427,3,"{""pretech_implicit"":1,""research_input"":2}",550|552|553
all_exact_formal_game_data,205,scc:0100,scc:0428,3,"{""research_input"":3}",558|559|560
all_exact_formal_game_data,206,scc:0100,scc:0429,4,"{""research_input"":4}",567|568|569|570
all_exact_formal_game_data,207,scc:0100,scc:0430,2,"{""research_input"":2}",574|575
all_exact_formal_game_data,208,scc:0100,scc:0432,1,"{""pretech_explicit"":1}",581
all_exact_formal_game_data,209,scc:0100,scc:0437,1,"{""research_input"":1}",604
all_exact_formal_game_data,210,scc:0100,scc:0438,2,"{""research_input"":2}",611|612
all_exact_formal_game_data,211,scc:0100,scc:0439,3,"{""research_input"":3}",619|620|621
all_exact_formal_game_data,212,scc:0100,scc:0440,4,"{""research_input"":4}",628|629|630|631
all_exact_formal_game_data,213,scc:0100,scc:0443,1,"{""research_input"":1}",647
all_exact_formal_game_data,214,scc:0100,scc:0444,1,"{""research_input"":1}",652
all_exact_formal_game_data,215,scc:0100,scc:0445,2,"{""research_input"":2}",657|658
all_exact_formal_game_data,216,scc:0100,scc:0446,2,"{""research_input"":2}",663|664
all_exact_formal_game_data,217,scc:0100,scc:0447,3,"{""research_input"":3}",669|670|671
all_exact_formal_game_data,218,scc:0100,scc:0448,3,"{""research_input"":3}",676|677|678
all_exact_formal_game_data,219,scc:0100,scc:0449,4,"{""research_input"":4}",683|684|685|686
all_exact_formal_game_data,220,scc:0100,scc:0451,1,"{""research_input"":1}",695
all_exact_formal_game_data,221,scc:0100,scc:0452,2,"{""research_input"":2}",700|701
all_exact_formal_game_data,222,scc:0100,scc:0453,2,"{""research_input"":2}",707|708
all_exact_formal_game_data,223,scc:0100,scc:0454,2,"{""research_input"":2}",715|716
all_exact_formal_game_data,224,scc:0100,scc:0455,4,"{""research_input"":4}",722|723|724|725
all_exact_formal_game_data,225,scc:0100,scc:0458,1,"{""research_input"":1}",738
all_exact_formal_game_data,226,scc:0100,scc:0459,1,"{""research_input"":1}",743
all_exact_formal_game_data,227,scc:0100,scc:0460,2,"{""research_input"":2}",748|749
all_exact_formal_game_data,228,scc:0100,scc:0461,3,"{""research_input"":3}",754|755|756
all_exact_formal_game_data,229,scc:0100,scc:0462,4,"{""research_input"":4}",761|762|763|764
all_exact_formal_game_data,230,scc:0100,scc:0464,1,"{""research_input"":1}",773
all_exact_formal_game_data,231,scc:0100,scc:0465,1,"{""research_input"":1}",778
all_exact_formal_game_data,232,scc:0100,scc:0466,2,"{""research_input"":2}",783|784
all_exact_formal_game_data,233,scc:0100,scc:0467,2,"{""research_input"":2}",789|790
all_exact_formal_game_data,234,scc:0100,scc:0468,4,"{""research_input"":4}",795|796|797|798
all_exact_formal_game_data,235,scc:0100,scc:0471,1,"{""research_input"":1}",810
all_exact_formal_game_data,236,scc:0100,scc:0472,2,"{""research_input"":2}",815|816
all_exact_formal_game_data,237,scc:0100,scc:0473,3,"{""research_input"":3}",821|822|823
all_exact_formal_game_data,238,scc:0100,scc:0474,4,"{""research_input"":4}",828|829|830|831
all_exact_formal_game_data,239,scc:0100,scc:0478,1,"{""research_input"":1}",849
all_exact_formal_game_data,240,scc:0100,scc:0479,2,"{""research_input"":2}",855|856
all_exact_formal_game_data,241,scc:0100,scc:0480,3,"{""research_input"":3}",862|863|864
all_exact_formal_game_data,242,scc:0100,scc:0481,4,"{""research_input"":4}",870|871|872|873
all_exact_formal_game_data,243,scc:0100,scc:0483,1,"{""research_input"":1}",883
all_exact_formal_game_data,244,scc:0100,scc:0484,2,"{""research_input"":2}",889|890
all_exact_formal_game_data,245,scc:0100,scc:0485,3,"{""research_input"":3}",896|897|898
all_exact_formal_game_data,246,scc:0100,scc:0486,4,"{""research_input"":4}",904|905|906|907
all_exact_formal_game_data,247,scc:0100,scc:0490,1,"{""research_input"":1}",925
all_exact_formal_game_data,248,scc:0100,scc:0491,2,"{""research_input"":2}",930|931
all_exact_formal_game_data,249,scc:0100,scc:0492,3,"{""pretech_implicit"":1,""research_input"":2}",935|937|938
all_exact_formal_game_data,250,scc:0100,scc:0493,3,"{""research_input"":3}",942|943|944
all_exact_formal_game_data,251,scc:0100,scc:0496,1,"{""research_input"":1}",954
all_exact_formal_game_data,252,scc:0100,scc:0497,2,"{""research_input"":2}",958|959
all_exact_formal_game_data,253,scc:0100,scc:0498,3,"{""research_input"":3}",963|964|965
all_exact_formal_game_data,254,scc:0100,scc:0499,4,"{""research_input"":4}",969|970|971|972
all_exact_formal_game_data,255,scc:0100,scc:0501,3,"{""pretech_implicit"":1,""research_input"":2}",977|979|980
all_exact_formal_game_data,256,scc:0100,scc:0502,2,"{""research_input"":2}",984|985
all_exact_formal_game_data,257,scc:0100,scc:0503,2,"{""research_input"":2}",989|990
all_exact_formal_game_data,258,scc:0100,scc:0504,3,"{""research_input"":3}",994|995|996
all_exact_formal_game_data,259,scc:0100,scc:0505,3,"{""research_input"":3}",1000|1001|1002
all_exact_formal_game_data,260,scc:0100,scc:0506,3,"{""research_input"":3}",1006|1007|1008
all_exact_formal_game_data,261,scc:0100,scc:0507,3,"{""pretech_implicit"":1,""research_input"":2}",1052|1054|1055
all_exact_formal_game_data,262,scc:0100,scc:0508,2,"{""research_input"":2}",1059|1060
all_exact_formal_game_data,263,scc:0100,scc:0509,2,"{""research_input"":2}",1064|1065
all_exact_formal_game_data,264,scc:0100,scc:0510,3,"{""research_input"":3}",1069|1070|1071
all_exact_formal_game_data,265,scc:0100,scc:0511,3,"{""research_input"":3}",1075|1076|1077
all_exact_formal_game_data,266,scc:0100,scc:0512,4,"{""research_input"":4}",1081|1082|1083|1084
all_exact_formal_game_data,267,scc:0100,scc:0513,4,"{""research_input"":4}",1088|1089|1090|1091
all_exact_formal_game_data,268,scc:0100,scc:0515,2,"{""research_input"":2}",1098|1099
all_exact_formal_game_data,269,scc:0100,scc:0516,2,"{""research_input"":2}",1103|1104
all_exact_formal_game_data,270,scc:0100,scc:0517,2,"{""research_input"":2}",1108|1109
all_exact_formal_game_data,271,scc:0100,scc:0518,2,"{""research_input"":2}",1113|1114
all_exact_formal_game_data,272,scc:0100,scc:0519,2,"{""research_input"":2}",1118|1119
all_exact_formal_game_data,273,scc:0100,scc:0520,2,"{""research_input"":2}",1124|1125
all_exact_formal_game_data,274,scc:0100,scc:0521,2,"{""research_input"":2}",1130|1131
all_exact_formal_game_data,275,scc:0100,scc:0522,2,"{""research_input"":2}",1135|1136
all_exact_formal_game_data,276,scc:0100,scc:0523,2,"{""research_input"":2}",1140|1141
all_exact_formal_game_data,277,scc:0100,scc:0524,2,"{""research_input"":2}",1145|1146
all_exact_formal_game_data,278,scc:0100,scc:0525,2,"{""research_input"":2}",1150|1151
all_exact_formal_game_data,279,scc:0100,scc:0526,3,"{""research_input"":3}",1156|1157|1158
all_exact_formal_game_data,280,scc:0100,scc:0527,2,"{""research_input"":2}",1189|1190
all_exact_formal_game_data,281,scc:0100,scc:0528,2,"{""research_input"":2}",1195|1196
all_exact_formal_game_data,282,scc:0100,scc:0529,2,"{""research_input"":2}",1202|1203
all_exact_formal_game_data,283,scc:0100,scc:0530,3,"{""research_input"":3}",1210|1211|1212
all_exact_formal_game_data,284,scc:0100,scc:0531,4,"{""research_input"":4}",1219|1220|1221|1222
all_exact_formal_game_data,285,scc:0100,scc:0532,4,"{""research_input"":4}",1228|1229|1230|1231
all_exact_formal_game_data,286,scc:0100,scc:0534,2,"{""research_input"":2}",1242|1243
all_exact_formal_game_data,287,scc:0100,scc:0535,2,"{""research_input"":2}",1248|1249
all_exact_formal_game_data,288,scc:0100,scc:0536,2,"{""research_input"":2}",1255|1256
all_exact_formal_game_data,289,scc:0100,scc:0537,2,"{""research_input"":2}",1262|1263
all_exact_formal_game_data,290,scc:0100,scc:0538,3,"{""research_input"":3}",1269|1270|1271
all_exact_formal_game_data,291,scc:0100,scc:0539,3,"{""research_input"":3}",1277|1278|1279
all_exact_formal_game_data,292,scc:0100,scc:0540,4,"{""research_input"":4}",1285|1286|1287|1288
all_exact_formal_game_data,293,scc:0100,scc:0541,4,"{""research_input"":4}",1294|1295|1296|1297
all_exact_formal_game_data,294,scc:0100,scc:0544,1,"{""research_input"":1}",1325
all_exact_formal_game_data,295,scc:0100,scc:0545,2,"{""research_input"":2}",1331|1332
all_exact_formal_game_data,296,scc:0100,scc:0546,3,"{""research_input"":3}",1338|1339|1340
all_exact_formal_game_data,297,scc:0100,scc:0547,3,"{""research_input"":3}",1346|1347|1348
all_exact_formal_game_data,298,scc:0100,scc:0548,4,"{""research_input"":4}",1354|1355|1356|1357
all_exact_formal_game_data,299,scc:0100,scc:0550,1,"{""research_input"":1}",1367
all_exact_formal_game_data,300,scc:0100,scc:0551,1,"{""research_input"":1}",1371
all_exact_formal_game_data,301,scc:0100,scc:0552,2,"{""research_input"":2}",1375|1376
